createdAt,retweetCount,viewCount,id,isReply,text,text_limpio,sentiment
Wed Mar 05 17:27:05 +0000 2025,0,3,1897338089158463886,True,@CNNChile Realmente es un Narniano este merluzo arbolito 🐠🐠🐠🐠🐠🐠🐠🐠🌳🌳🌳🌳🌳🌳🌳🌳 https://t.co/gvrnQUk2bu,realmente narniano merluzo arbolito,Negative
Wed Mar 05 17:22:50 +0000 2025,8,720,1897337016897167628,True,"@biobio Chile nunca olvidará como el merluzo indultó a luis castillo y al otro weón que disparó contra una PDI y la dejó inválida.
Merluzo HDP encima que tus indultados son todos jóvenes, sanos y volvieron a reincidir.

Vivimos en un mundo al revés. https://t.co/K52a6mI2PY",chile nunca olvidará merluzo indultó luis castillo weón disparó pdi dejó inválida merluzo hdp encima indultados jóvenes sanos volvieron reincidir vivimos mundo revés,Negative
Wed Mar 05 17:21:58 +0000 2025,0,5,1897336798684307760,True,@crra70 @GabrielBoric Wowww!! Madrugó el BURRIC (merluzo) 🤣,wo madrugó burric merluzo,Positive
Wed Mar 05 17:20:27 +0000 2025,0,4,1897336418239963361,True,"@Incorru47125032 Esta sra es peor que el merluzo, todas las muertes y no movió ni un musculo, además no a aclarado las platas que se esfumaron con Bachelet, el marido es un extremista de primera. Tamos chatos con esta gente que no les gusta ayudar a los que quieren surgir.",sra peor merluzo todas muertes movió musculo además aclarado platas esfumaron bachelet marido extremista primera tamos chatos gente gusta ayudar quieren surgir,Negative
Wed Mar 05 17:19:18 +0000 2025,1,42,1897336128157659233,True,@Ricky_Haitiano Esta dificil la cosa pero dicen que el Merluzo le gusta estar en primera fila aunque sea el mas weon del universo😂,dificil cosa dicen merluzo gusta primera fila aunque mas weon universo,Neutral
Wed Mar 05 17:17:41 +0000 2025,0,8,1897335722245509187,True,@alcoldg @simonni17 @alvaroelizalde @GabrielBoric @Carolina_Toha Traficante protegido por el Drogo de Merluzo,traficante protegido drogo merluzo,Negative
Wed Mar 05 17:17:20 +0000 2025,0,34,1897335632009322943,True,"@Fenrisvarg #Piñera
Piñera
Cucuta
Tohá
Carolina Tohá
Merluzo
Mamarracho
Boric
Kast
Kaiser
Matthei
Inmigración
Flaitiano",piñera piñera cucuta tohá carolina tohá merluzo mamarracho boric kast kaiser matthei inmigración flaitiano,Negative
Wed Mar 05 17:15:29 +0000 2025,0,2,1897335169604014545,True,@DRESTRUM__Pl JAJAJAJAJAJAJAJAJAJAJJAJAJAJAJA ES BROMA CIERTO?,jajajajajajajajajajajjajajajaja broma cierto,Neutral
Wed Mar 05 17:13:40 +0000 2025,2,234,1897334710843630064,True,"@biobio El merluzo indultó criminales, enfermitos y asesinos.
Pero condenó sin testigos ni pruebas a carabineros y militares.
La historia se repite, el poder judicial siempre ha estado infiltrado por el partido comunista, son pocos pero son poderosos.... 
Cuanta razón tenía Pinochet https://t.co/oQaC5rE4aC",merluzo indultó criminales enfermitos asesinos condenó testigos pruebas carabineros militares historia repite poder judicial siempre infiltrado partido comunista pocos poderosos cuanta razón pinochet,Negative
Wed Mar 05 17:13:36 +0000 2025,0,3,1897334693777039798,True,@GabrielBoric Como chucha no entregas los terrenos a personas que no lo tienen.... QUIEREN CONVERTIR TODO EN MEMORIA DE QUE???... DE MUERTE??...DE TRAICION A LA PATRIA???... DE GENTE QUE DESTRUYÓ PARTE DE CHILE Y SU HISTORIA????.... QUE MIERDA TIENE EN LA CABEZA ESTE MERLUZO.... MIERDA!!,chucha entregas terrenos personas quieren convertir memoria muertede traicion patria gente destruyó parte chile historia mierda cabeza merluzo mierda,Negative
Wed Mar 05 17:10:18 +0000 2025,0,0,1897333861820117195,True,"@golesendir_ En Chile tenemos la chilena, esta debería ser la mexicana. Al menos yo, nunca la había visto antes.",chile chilena debería ser mexicana menos nunca visto,Neutral
Wed Mar 05 17:06:34 +0000 2025,2,76,1897332925470785713,True,@CNNChile Eres Inepto Merluzo! Tú ideología no te deja ver más allá? En vez de hablar humildemente por la buena con Trump te haces el choro al peo. Inepto!,inepto merluzo ideología deja ver allá vez hablar humildemente buena trump haces choro peo inepto,Negative
Wed Mar 05 17:05:44 +0000 2025,0,111,1897332713155441032,True,@EscuelaCarab @Carabdechile Q lastima para nuestros queridos carabineros. El maraco del Merluzo @GabrielBoric  feliz..,q lastima queridos carabineros maraco merluzo feliz,Negative
Wed Mar 05 17:02:28 +0000 2025,0,9,1897331893034746210,True,@PPD_Chile Toha incompetente https://t.co/FDRg7EIL7r,toha incompetente,Negative
Wed Mar 05 17:00:29 +0000 2025,1,3,1897331394881425442,True,@CNNChile Después del merluzo….CUALQUIERA!!,después merluzocualquiera,Neutral
Wed Mar 05 16:58:49 +0000 2025,0,97,1897330973769170948,True,@Clau_Ormeno @Clabbem @Jou_Kaiser Definitivo Káiser es el merluzo de Derecha … cuantas volteretas más veremos de ustedes y su partido ?  #ChileEstaDeLuto https://t.co/917gq5Z3k3,definitivo káiser merluzo derecha cuantas volteretas veremos ustedes partido chileestadeluto,Negative
Wed Mar 05 16:57:21 +0000 2025,6,50,1897330604200616004,True,"@joseantoniokast Hubieras dicho palabras como esas, en la 2a vuelta pasada, ganabas la elección al merluzo, pero ahora el panorama es distinto. Haz un mea culpa mejor y ponte de cabeza a apoyar a este hombre.
#HagámoslaCorta https://t.co/3Do2XS9dmd",dicho palabras vuelta pasada ganabas elección merluzo ahora panorama distinto haz mea culpa mejor ponte cabeza apoyar hombre hagámoslacorta,Negative
Wed Mar 05 16:57:04 +0000 2025,0,10,1897330534961045815,True,@DRESTRUM__Pl Si al merluzo le funcionó cualquiera,si merluzo funcionó cualquiera,Negative
Wed Mar 05 16:54:16 +0000 2025,0,3,1897329827432243380,True,@T13 Cuentan que periodistas en la Moneda estan siendo remunerados por casi 10 palos para mantener al merluzo con buena imagen...esa es mas noticia que una weona pagada por zurdos para atacar a la robotina.,cuentan periodistas moneda estan siendo remunerados casi palos mantener merluzo buena imagenesa mas noticia weona pagada zurdos atacar robotina,Negative
Wed Mar 05 16:51:22 +0000 2025,0,9,1897329099905073230,True,@CNNChile Weon mentiroso https://t.co/jR59u0xLFv,weon mentiroso,Negative
Wed Mar 05 16:51:15 +0000 2025,0,10,1897329067437048252,True,"@nickacp Saben que los wueones apátridas que nos gobiernan, los prefieren a ellos que a los chilenos. Aun recuerdo a un RCDSM que decía q el problema de Chile es que hay muchos chilenos.
No recuerdo como se llama el wueon pero le dicen el #merluzo",saben wueones apátridas gobiernan prefieren chilenos aun recuerdo rcdsm decía q problema chile chilenos recuerdo llama wueon dicen merluzo,Negative
Wed Mar 05 16:50:52 +0000 2025,0,11,1897328973543272688,True,@sololasol Es un gobierno nuevo o la precuela del Merluzo ? O se dió cuenta que todo está realmente malo ? Porque son ambiguas sus declaraciones.abandona el barco antes que se hunda ........,gobierno nuevo precuela merluzo dió cuenta realmente malo ambiguas declaracionesabandona barco hunda,Negative
Wed Mar 05 16:49:45 +0000 2025,0,3,1897328690184495218,True,@crovanos La Ultra derecha !!!,ultra derecha,Negative
Wed Mar 05 16:46:39 +0000 2025,0,2,1897327911256146352,True,"@WenaChile Que termine dónde sea pero que pague ,y se le quite el sueldo de por vida ,si este weon no hizo nada solo se dedicó a robar a chile . comunista resentido, merluzo klo ...",termine dónde pague quite sueldo vida si weon hizo solo dedicó robar chile comunista resentido merluzo klo,Negative
Wed Mar 05 16:46:18 +0000 2025,0,18,1897327825381998970,True,@El_Tordillo_ @Mayafernandeza @nico_grau @JMilei @isidoraalcalde @mmlagoscc @GabrielBoric @Insulza @jg_valdes @PatoFdez Es que todos son unos piojentos ! Que terrible ver a todos estos zánganos ! La Jara y Cataldo que desastre,piojentos terrible ver zánganos jara cataldo desastre,Negative
Wed Mar 05 16:45:41 +0000 2025,0,557,1897327670507270179,False,"me fui a comprar una palta y me salió 1.400 PESOS UNA PALTA CTM, que está cara la vida, todo esto es culpa del merluzo",comprar palta salió pesos palta ctm cara vida culpa merluzo,Negative
Wed Mar 05 16:45:21 +0000 2025,2,18,1897327586369527968,True,"@lacuarta Se bajó porque vió la caga qué dejó el merluzo a nivel económico y quedaría al descubierto.

Mejor que la cagá la arreglé la derecha. Ese fue el motivo.",bajó vió caga dejó merluzo nivel económico quedaría descubierto mejor cagá arreglé derecha motivo,Negative
Wed Mar 05 16:45:16 +0000 2025,0,11,1897327565477683689,True,@ValeriaSalinero 📢📢📢 alerta de integrante del 30% permanente del Merluzo 📢📢📢🍄🍄🍄,alerta integrante permanente merluzo,Neutral
Wed Mar 05 16:42:51 +0000 2025,0,3,1897326957442015342,True,@DFinanciero Que no siga maquilando ni tergiversando el Merluzo. Hay un severo problema de bajo crecimiento debido a las malas decisiones y medidas tomadas en su gobierno. Eso no lo puede ocultar él ni nadie. Así es difícil también buscar tener mejores pensiones. https://t.co/LqXq6ovSTh,siga maquilando tergiversando merluzo severo problema bajo crecimiento debido malas decisiones medidas tomadas gobierno puede ocultar nadie así difícil buscar tener mejores pensiones,Negative
Wed Mar 05 16:42:38 +0000 2025,0,4,1897326899493490981,True,@Claudio43575109 Grande diputada!!!👏👏👏👏👏👏,grande diputada,Positive
Wed Mar 05 16:41:56 +0000 2025,0,8,1897326723034964396,True,@Diego_Schalper @GabrielBoric No existen tropa de zánganos nos vendieron al merluzo así que Game over,existen tropa zánganos vendieron merluzo así game over,Negative
Wed Mar 05 16:41:52 +0000 2025,0,5,1897326707859972225,True,@camilo_anania @GabrielBoric Merluzo SCW,merluzo scw,Neutral
Wed Mar 05 16:36:36 +0000 2025,0,71,1897325384007553109,True,@anarcodbd @ReudigRuediger Vos mejor silencio porque ni prendiste stream hoy,vos mejor silencio prendiste stream hoy,Negative
Wed Mar 05 16:33:08 +0000 2025,0,345,1897324510417969249,False,"Ustedes votaron por el merluzo….
Queda claro q el único requisito es ser zurdo y ustedes lo apoyan.",ustedes votaron merluzo queda claro q único requisito ser zurdo ustedes apoyan,Negative
Wed Mar 05 16:31:14 +0000 2025,0,38,1897324032468607146,True,@carmenrosselot @estamosconboric @Carolina_Toha @GabrielBoric Parecía que se lo quería tirar al Merluzo.  Andaba horny 🔥🔥🔥🔥🔥🔥,parecía quería tirar merluzo andaba horny,Negative
Wed Mar 05 16:30:15 +0000 2025,0,16,1897323783033381044,True,"@Rafa8Barraca Porque aunque tenga cara de merluzo, en el fondo sabe lo que le esperaría en Mestalla. Tonto no está.",aunque cara merluzo fondo sabe esperaría mestalla tonto,Negative
Wed Mar 05 16:29:27 +0000 2025,0,28,1897323581702594561,True,"@biobio Esperable, si el papá estuvo en la DINA. Y luego fue condenado por tortura.",esperable si papá dina luego condenado tortura,Neutral
Wed Mar 05 16:28:52 +0000 2025,0,45,1897323434688045249,True,@milenadiaz1102 @CNNChile Jajaja... Eso jamás... El merluzo tiene el CI de una papa...,jajaja jamás merluzo ci papa,Neutral
Wed Mar 05 16:28:17 +0000 2025,0,11,1897323288797561150,True,"@DRESTRUM__Pl No tiene la más puta idea de que está diciendo , Si es weon las 24 hrs .. 
Merluzo Sdw ..",puta idea diciendo si weon hrs merluzo sdw,Negative
Wed Mar 05 16:27:56 +0000 2025,0,8,1897323203380568468,True,"@T13 Lo más gracioso, es que 🇨🇱 Chilenos con las patas sumidas en la mierda del Merluzo son los más dolidos pero tienen ""disnidá"" al menos 🤣🤣🤣...",gracioso chilenos patas sumidas mierda merluzo dolidos disnidá menos,Negative
Wed Mar 05 16:27:14 +0000 2025,0,40,1897323023537201184,True,"@canaldemati_ @CaresIsabel Nadie quiere el palo con caca,legado del merluzo",nadie quiere palo cacalegado merluzo,Negative
Wed Mar 05 16:26:53 +0000 2025,0,10,1897322938183115119,True,"@Fenrisvarg Estás lacras miserables son lo mismo, este merluzo delincuente corrupto anarco proilegal siguió con la misma política q empezó bachelet de dejar entrar a chile cuanta mierda haya y miren como estamos y la interculturalidad, etc, además hizo campaña x el mamarracho constitucional",lacras miserables mismo merluzo delincuente corrupto anarco proilegal siguió misma política q empezó bachelet dejar entrar chile cuanta mierda miren interculturalidad etc además hizo campaña x mamarracho constitucional,Negative
Wed Mar 05 16:26:18 +0000 2025,0,1,1897322790237471012,True,@Bruj4delEste Comunista merluzo,comunista merluzo,Negative
Wed Mar 05 16:25:40 +0000 2025,0,2,1897322630837100773,True,@Guidocuesta1 Que se puede esperar si el mamarracho del Merluzo da pena ver cómo se viste y presenta!,puede esperar si mamarracho merluzo da pena ver cómo viste presenta,Negative
Wed Mar 05 16:22:36 +0000 2025,0,34,1897321861337481378,True,"@PatoFdez Bachelet es dueña de sus votos, jamas ha podido endosarlos: cabdidatonque apoya no gana.  (Frei, Guillier, Narvaez y Campillay) Merluzo salio por descarte, nada más🤷",bachelet dueña votos jamas podido endosarlos cabdidatonque apoya gana frei guillier narvaez campillay merluzo salio descarte,Negative
Wed Mar 05 16:22:32 +0000 2025,0,71,1897321841326440756,True,@RobertoMerken Y seguirá siendo el eterno candidato,seguirá siendo eterno candidato,Neutral
Wed Mar 05 16:21:06 +0000 2025,0,11,1897321480394039531,True,@adnradiochile Son tan Graves por una wea osea el titular con el Merluzo cual seria...dejen de wevadas pendejos.y gasten ese tiempo en construir algo ..tejan. lean. Afillen pero hagan algo los saco weas,tan graves wea osea titular merluzo seriadejen wevadas pendejosy gasten tiempo construir tejan lean afillen hagan saco weas,Negative
Wed Mar 05 16:21:04 +0000 2025,1,82,1897321472273866979,True,@Sr_Donze @diazvillanueva @jaimeberenguer @cuquemar @Proserpinasb @cmgorriaran El merluzo Donzé está obsesionado con Vox. Pobre hombre.,merluzo donzé obsesionado vox pobre hombre,Negative
Wed Mar 05 16:20:47 +0000 2025,0,116,1897321403218801096,True,"@hombremaine @MacaRipa @GabrielBoric Oye weas ponte acuerdo, por un lado reclaman que en viña no se ha construido. Ahora van a tener casas primero que otro. Ponte de acuerdo con tus mentiras . O este dirigente te está asesorando https://t.co/4JOsaIeZq8",oye weas ponte acuerdo lado reclaman viña construido ahora van tener casas primero ponte acuerdo mentiras dirigente asesorando,Negative
Wed Mar 05 16:20:31 +0000 2025,0,4,1897321333937299813,True,@InformaCosmos Si… El Merluzo 🧐🤨😬,si merluzo,Neutral
Wed Mar 05 16:20:24 +0000 2025,1,3,1897321307395776717,True,"@ketty2409 Los chilenos ya sabemos que el merluzo desde marzo se acabó su desgobierno,por eso hay impulso de los ciudadanos que ven que está escoria merluzo se va..se va para siempre está caca",chilenos sabemos merluzo marzo acabó desgobiernopor impulso ciudadanos ven escoria merluzo vase va siempre caca,Negative
Wed Mar 05 16:20:19 +0000 2025,0,20,1897321283479884210,False,"#ChileZuela D @GabrielBoric CHAVISTA MISERABLE EMPOBRECEDOR.. ASESINO MANOS CON SANGRE VENDE PATRIA CONCHETUMADRE @bbcmundo @dw_espanol
@rtvenoticias @CNNEE @UNoticias @EFEnoticias @noticias24 @noticias @NoticiasRCN #GolpeDeEstado @Armada_Chile @FACh_Chile https://t.co/vdHh70d52f",chilezuela d chavista miserable empobrecedor asesino manos sangre vende patria conchetumadre golpedeestado,Negative
Wed Mar 05 16:16:58 +0000 2025,0,12,1897320440689017326,True,"@AndateGago_ @todonoticias Y en Chile, del MERLUZO BURRIC",chile merluzo burric,Neutral
Wed Mar 05 16:16:16 +0000 2025,2,96,1897320266667295186,True,"@oscar_contardo El perfil estético del frente amplio está bien definido. Hijito de papá de clase alta, sin experiencia laboral. https://t.co/Trv6min4Mg",perfil estético frente amplio bien definido hijito papá clase alta experiencia laboral,Neutral
Wed Mar 05 16:11:54 +0000 2025,0,10,1897319165951873060,True,"@danlokillo @GAMBA_CL Oye pobre weon ignorante que das lastima con tus palabras mal escritas. Cuando estaba la alcaldesa anteriormente, también hicieron paro. Pero se negoció, ahora el Paco inoperante se las da de le petit dictador demostrando como será un gobierno de derecha osea promesas y mentiras",oye pobre weon ignorante das lastima palabras mal escritas alcaldesa anteriormente hicieron paro negoció ahora paco inoperante da petit dictador demostrando gobierno derecha osea promesas mentiras,Negative
Wed Mar 05 16:10:40 +0000 2025,0,68,1897318855678288302,True,"@mrhitchcok @GabrielBoric Te cagaste a El Merluzo , porque el término “Capo” también se usa para los Jefes las mafias.; los nazis usaban a los “Kapos” (capo) como “Sapos” para “Sapear” a otros presos. 

PD: Le voy a dar Like a esta wea.",cagaste merluzo término capo usa jefes mafias nazis usaban kapos capo sapos sapear presos pd voy dar like wea,Negative
Wed Mar 05 16:09:22 +0000 2025,0,14,1897318527369142788,False,Ampliar la base d Progreso… d q progreso habla el merluzo???,ampliar base d progreso d q progreso habla merluzo,Negative
Wed Mar 05 16:07:11 +0000 2025,0,5,1897317978057941128,True,@Gideon_Jeura De nota que no sabes de cazabobos,nota sabes cazabobos,Negative
Wed Mar 05 16:06:48 +0000 2025,0,4,1897317883677696191,False,Merluzo cállate!,merluzo cállate,Neutral
Wed Mar 05 16:04:58 +0000 2025,0,11,1897317420475490740,True,"@thecliniccl Ya cállate, merluzo penca..! https://t.co/dI2ZEvXnPB",cállate merluzo penca,Negative
Wed Mar 05 16:03:13 +0000 2025,0,13,1897316979717103672,False,"#toha Esta Gueona ahora la Levantan como Candidata Presidencial ,después de su NEFASTA Participación en el Gobierno del Merluzo,No Gracias.",toha gueona ahora levantan candidata presidencial después nefasta participación gobierno merluzono gracias,Negative
Wed Mar 05 16:03:11 +0000 2025,0,12,1897316972880388417,True,@thecliniccl No es tonta. Sabe que el merluzo esta dejando la cagada y quien asuma recibirá un mega problema,tonta sabe merluzo dejando cagada asuma recibirá mega problema,Negative
Wed Mar 05 16:02:45 +0000 2025,0,5,1897316865380377043,False,"Los frente amplistas con el merluzo 🐟iban a sepultar el neoliberalismo e iba a acabar con los nefastos políticos  de los 30 pesos
como dejaste la zorra intentaste salvar con la chanchelet
y ahora con la Tohá tuviste que entregarle el culo 
a la concertación 
QUE TE PASO 🐟?🤣🤣",frente amplistas merluzo iban sepultar neoliberalismo iba acabar nefastos políticos pesos dejaste zorra intentaste salvar chanchelet ahora tohá entregarle culo concertación paso,Negative
Wed Mar 05 16:01:53 +0000 2025,0,25,1897316647498867163,True,@InformaCosmos Obvio el más importante el merluzo😁,obvio importante merluzo,Neutral
Wed Mar 05 16:01:49 +0000 2025,0,4,1897316631086575981,False,@Carolina_Toha 🤣🤣🤣 es un desastre esta cogote de avestruz https://t.co/GFNIdAvdzj,desastre cogote avestruz,Negative
Wed Mar 05 15:59:16 +0000 2025,0,3,1897315988464648485,True,@min_interior @GobiernodeChile @laSubdere @SubseInterior @SubPrevDelito @Segpres @Presidencia_cl @voceriagobierno Le trajeron el Dealer al merluzo,trajeron dealer merluzo,Negative
Wed Mar 05 15:58:40 +0000 2025,0,2,1897315838296043891,True,@El_Ciudadano Es lo mejor que puede hacer...no juntarse con el Merluzo aweonao...!!!,mejor puede hacerno juntarse merluzo aweonao,Neutral
Wed Mar 05 15:51:00 +0000 2025,0,357,1897313905749471384,False,Trump pondría aranceles al Cobre y a la fruta. Y el inútil del  merluzo Boric con diarr*a.... Ximena Rincón #CopaLibertadores #OposicionMoralmenteDerrotada Michelle Bachelet Jadue Pangal Lavin Lado Carabineros Santiago,trump pondría aranceles cobre fruta inútil merluzo boric diarra ximena rincón copalibertadores oposicionmoralmentederrotada michelle bachelet jadue pangal lavin lado carabineros santiago,Negative
Wed Mar 05 15:50:13 +0000 2025,0,5,1897313709799915682,True,"@IgnacioDucros Las rémoras hunden al merluzo, mucho sobrepeso de yesman, orejeras y asesores! El pato cojo ya llegó al mandatario",rémoras hunden merluzo sobrepeso yesman orejeras asesores pato cojo llegó mandatario,Negative
Wed Mar 05 15:50:12 +0000 2025,0,17,1897313705957974213,True,@Loveactually444 @DFinanciero Claro es más cuerdo votar por uno más ignorante que el merluzo ….!!! El ojito 🤡,claro cuerdo votar ignorante merluzo ojito,Negative
Wed Mar 05 15:49:26 +0000 2025,0,6,1897313513871433976,True,@El_Ciudadano Bien por Milei así no perderá tiempo con el Merluzo que no sabe y no aporta a nada solo miseria.,bien milei así perderá tiempo merluzo sabe aporta solo miseria,Negative
Wed Mar 05 15:45:51 +0000 2025,2,97,1897312612582613489,True,"@dipuBobadilla Por lo que se sabe, andará con buena caja chica el chapo @alvaroelizalde para aportar a los asados del Merluzo @GabrielBoric .",sabe andará buena caja chica chapo aportar asados merluzo,Neutral
Wed Mar 05 15:45:09 +0000 2025,0,6,1897312434903507421,False,si queda algo de materia gris en los muros intenta q te las implanten a ti merluzo,si queda materia gris muros intenta q implanten merluzo,Negative
Wed Mar 05 15:44:12 +0000 2025,88,6091,1897312195828219979,False,"Estos picantes que gobiernan no saben ni vestirse, mira el guatón Cataldo parece que viene del bar post-piscola y la ministra cubana con calcetines blancos. La cultura de lo chabacano del gobierno de Boric. 

#fueravenecos Michelle Bachelet https://t.co/a4ixAEHueY",picantes gobiernan saben vestirse mira guatón cataldo parece viene bar postpiscola ministra cubana calcetines blancos cultura chabacano gobierno boric fueravenecos michelle bachelet,Negative
Wed Mar 05 15:43:28 +0000 2025,0,13,1897312009240371557,True,@verotorrejon @MJGPLANELLA @biobio @totiorellanag @MinMujeryEG @GobiernodeChile @Carolina_Toha La Tohá no es más que la continuación de la ineptitud e ignorancia del Merluzo @GabrielBoric,tohá continuación ineptitud ignorancia merluzo,Negative
Wed Mar 05 15:41:38 +0000 2025,0,77,1897311551687942505,True,"@adnradiochile Parece que a los izquierdistas y pseudo progresistas contratados por el Merluzo, les pagan para que estén todo el día defendiendo lo indefendible en las RRSS.",parece izquierdistas pseudo progresistas contratados merluzo pagan día defendiendo indefendible rrss,Negative
Wed Mar 05 15:41:18 +0000 2025,0,17,1897311465276940396,True,"@ClaraSensatez Káiser y van a caer toda la banda de delincuentes de moneda, partiendo por el enfermo mental drogadicto @GabrielBoric",káiser van caer toda banda delincuentes moneda partiendo enfermo mental drogadicto,Negative
Wed Mar 05 15:40:27 +0000 2025,19,959,1897311250897625563,True,"@GabrielBoric Puta que tení tiempo pa andar webiando merluzo. Ponte las pilas azopao!! Estamos en una tremenda crisis y voh, como toda tu privilegiada vida, perdiendo el tiempo y rascandote las bolas peluas.",puta tení tiempo pa andar webiando merluzo ponte pilas azopao tremenda crisis voh toda privilegiada vida perdiendo tiempo rascandote bolas peluas,Negative
Wed Mar 05 15:40:03 +0000 2025,0,8,1897311150691508326,True,"@GabrielBoric @Claudiashein Oye enfermo mental drogadicto @GabrielBoric repites como loro, que la democracia,democracia, cuando fuiste oposición te limpiaste el culo con la democracia, protestando en estallido delictual organizado por ustedes para derrocar a un gobierno electo democráticamente.Cara de raja",oye enfermo mental drogadicto repites loro democraciademocracia oposición limpiaste culo democracia protestando estallido delictual organizado ustedes derrocar gobierno electo democráticamentecara raja,Negative
Wed Mar 05 15:39:30 +0000 2025,0,3,1897311012740895163,True,@CNNChile No sè en que país vive el Merluzo. Al parecer en Narnia,s país vive merluzo parecer narnia,Negative
Wed Mar 05 15:36:37 +0000 2025,0,30,1897310289357619607,False,"Este zopenco que me tiene bloqueado diciendo que MAtthei de Chile Guano da mas ""gobernabilidad""?? No vaya a terminar con el parlamentarismo de facto como fue con Piñera, su ""gobernabilidad"".   Aunque se va a quedar con las ganas parece de que Matthei sea pdta https://t.co/wwYhvd0FK5",zopenco bloqueado diciendo matthei chile guano da mas gobernabilidad vaya terminar parlamentarismo facto piñera gobernabilidad aunque va quedar ganas parece matthei pdta,Negative
Wed Mar 05 15:33:27 +0000 2025,0,6,1897309490749612310,True,"@cote_ael @tudia_13 que pais mas destruido entregará este merluzo, mientras él a bolsillos llenos gozará del resto de su vida, los chilenos tendremos que trabajar x5 para reparar todo el daño que causo este gobierno. Gabriel boric es y sera el peor gobierno de la historia de la humanidad",pais mas destruido entregará merluzo mientras bolsillos llenos gozará resto vida chilenos trabajar x reparar daño causo gobierno gabriel boric sera peor gobierno historia humanidad,Negative
Wed Mar 05 15:33:18 +0000 2025,1,11,1897309454355579207,True,@GabrielBoric Ahora el merluzo es comediante o payaso? 🙄😅😅🤣🤣🤣🤣,ahora merluzo comediante payaso,Neutral
Wed Mar 05 15:32:31 +0000 2025,0,4,1897309256749302136,True,"@AxelCallis Y AHORA, quien vote por Senadores o Diputados de Derecha ES HACER MARCHA ATRÁS, QUE CHILE RETROCEDA Y perder el Primer Lugar en la economía de Sud América...

...Nuestro PDTE ya no es un Merluzo ...ES UN DELFÍN.!!!

INTELIGENTE, AMOROSO Y CON ESPÍRITU EVOLUTIVO.

URRRRAAAA!!!",ahora vote senadores diputados derecha hacer marcha atrás chile retroceda perder primer lugar economía sud américa pdte merluzo delfín inteligente amoroso espíritu evolutivo urrrraaaa,Negative
Wed Mar 05 15:32:27 +0000 2025,0,24,1897309238114050178,True,@thecliniccl El merluzo le tiene miedo 😱,merluzo miedo,Negative
Wed Mar 05 15:31:23 +0000 2025,0,14,1897308971645739062,False,Gente estúpida e ideologizada que votan sin criterio. Por eso la barra brava del merluzo no baja del 25%. Está gente no es demócrata,gente estúpida ideologizada votan criterio barra brava merluzo baja gente demócrata,Negative
Wed Mar 05 15:30:01 +0000 2025,0,1,1897308626454233144,False,370 días faltantes para que termine este gobierno! #merluzo #AntiGabrielismo  🫠,días faltantes termine gobierno merluzo antigabrielismo,Negative
Wed Mar 05 15:28:38 +0000 2025,0,7,1897308279774306662,False,"Con una ladrona atrás y el chapo de edecán, el merluzo hablando weas",ladrona atrás chapo edecán merluzo hablando weas,Negative
Wed Mar 05 15:26:07 +0000 2025,1,43,1897307645738147969,False,"El balón de gas de Bachelet no quiso ser candidata, no quería responder por la inmigracion haitiana, las reformas empobrecedoras educacional y económica, por su hijito, etc.  Vieja cobarde, la misma que votó por el mamarracho boliviano y siempre soñó.",balón gas bachelet quiso ser candidata quería responder inmigracion haitiana reformas empobrecedoras educacional económica hijito etc vieja cobarde misma votó mamarracho boliviano siempre soñó,Negative
Wed Mar 05 15:25:48 +0000 2025,0,26,1897307565039780272,True,"@DRESTRUM__Pl Que más se puede esperar de Boric, solo estupideces que costarán carísimo a todo Chile.
https://t.co/u3pPS21oit",puede esperar boric solo estupideces costarán carísimo chile,Negative
Wed Mar 05 15:25:20 +0000 2025,0,91,1897307446387073079,True,"@bicholoco1973 @TonoArroyoS No. En las presidenciales  2021, en primera vuelta con todos los candidatos de  todos los partidos políticos, ganó Kast.  El traidor de Sichel quedó mucho más atrás. En segunda vuelta  los aweonaos del PDG le dieron el voto al Merluzo, se notó en Antofagasta",presidenciales primera vuelta candidatos partidos políticos ganó kast traidor sichel quedó atrás segunda vuelta aweonaos pdg dieron voto merluzo notó antofagasta,Negative
Wed Mar 05 15:24:42 +0000 2025,1,11,1897307287582306648,True,"@min_interior @GobiernodeChile @laSubdere @SubseInterior @SubPrevDelito @Segpres @Presidencia_cl @voceriagobierno Como dice el merluzo...
 Seguimos
#ElPeorGobiernoDeLaHistoria https://t.co/3OhRQVxWR5",dice merluzo seguimos elpeorgobiernodelahistoria,Negative
Wed Mar 05 15:23:20 +0000 2025,7,235,1897306943271919763,True,"@biobio Ahora po reconchatumare, cuando fuiste el guaripola del apruebo y gastaron recursos públicos en esa campaña. 

De todas maneras todos sabemos que Toha es la continuidad de este nefasto gobierno y que es tu candidata, merluzo acosador",ahora po reconchatumare guaripola apruebo gastaron recursos públicos campaña todas maneras sabemos toha continuidad nefasto gobierno candidata merluzo acosador,Negative
Wed Mar 05 15:19:08 +0000 2025,0,24,1897305886944829907,True,"@JM_Aroca @edumeteo @javionsalo @FranRuiz10 Eso no son presas, son azudes, merluzo",presas azudes merluzo,Negative
Wed Mar 05 15:19:06 +0000 2025,0,10,1897305879487365467,True,@GabrielBoric @Claudiashein Contigo va todo super merluzo tontin,contigo va super merluzo tontin,Negative
